feature_0,feature_1,feature_2,feature_3,feature_4,target
1.0215186946082875,-0.5481663559692463,-2.079610149207306,2.9887989781687043,-2.282636916752545,0
0.21029665286915092,0.3788105294965933,-1.5581155650561165,1.7377495347195415,-2.0838062344391344,0
0.3122189314309777,0.2666727637833204,-0.8735067600910063,2.4227991502650217,-2.373238815201141,0
0.6135767022916484,-0.4879933162072253,-1.8249854137963937,2.3467513072421653,-2.1720249840562205,0
-0.0620014478135016,-0.8377094318949696,-1.4149381431109849,1.1246677109112513,-1.8266836981540842,0
0.8621491959437081,0.08507903197998995,-2.4547035711937144,2.2720626535447397,-1.9336529517407832,0
0.41509045079453405,-1.621394156122169,-2.872236505460343,1.0931181707969162,-1.5824440686479364,0
0.5921064172766854,0.03390078412545998,-2.7569694442068613,1.5582586104734286,-1.7390710476980566,0
0.4904615515077761,0.5957022501755148,-2.5404512246277138,1.4161470570641694,-1.671187165984973,0
-0.09524895241007882,0.20001485117174814,-0.0005710223736243858,2.168574380636241,-2.4302216514460033,0
1.380825679151801,-1.345583400104966,-3.33894777813106,2.8705477473033216,-2.0619853310059306,0
1.0614318391239215,-0.7005368280095384,-3.3377801928432653,2.11254147080415,-1.7839400478581693,0
0.7081572020040975,1.5991566845286143,-1.8095124087051542,2.6719229916940854,-2.3539332791231273,0
0.5795148386982114,1.723465340067103,-2.4514779587544764,1.780386165061476,-1.874689010298426,0
0.4910109377623163,-0.7707370597008625,-2.0106957189382926,2.031116391216549,-2.111186680191614,0
0.5674428892821859,-2.5108350014014515,-2.8742194368848106,1.394705757117097,-1.6526782692795727,0
0.41593563216334994,1.1040706092820498,-2.002132941762517,1.981898701029691,-2.1779513294384145,0
-0.25919944732393146,-0.2920085455130258,-2.309274829572129,-0.02859249787340623,-1.2813327465772641,0
-0.30028513110092653,-1.167534215312696,-1.8255657430881143,0.38587140123724306,-1.5962021893270737,0
1.0453853562023827,1.180490877972961,-2.969514310592852,2.341321231137266,-1.9079160805520101,0
0.4873833330816871,-2.627065356808166,-2.2638194642979093,1.6021422868027426,-1.7646029489945716,0
0.8937552371035541,0.7087186735179315,-2.058548273598618,2.7049583855926547,-2.1837984976170475,0
0.7960176089297412,-0.36391939348963653,-1.964427030220747,2.4356650866013037,-2.023353672057621,0
0.18921616805399954,2.441504342169468,-0.7889587086028307,2.1875743589822827,-2.2931985714168324,0
0.8722147104047747,-0.3279419202673591,-1.3654086662850369,3.230531531115771,-2.5027565070651456,0
0.2906751240279925,1.1414643179722508,-0.22986532556767902,2.9573612708151105,-2.720735202172128,0
0.46856698794395707,-0.6302185531976071,-2.506132185405677,1.478249548324516,-1.7586072288867345,0
