time_step,value
0,0.04967141530112327
1,0.03615273915355986
2,0.1646022704568974
3,0.3017411181144018
4,0.17525399332272762
5,0.22399026355960489
6,0.45344148821207875
7,0.4196412803707423
8,0.3424709037151553
9,0.4892215384698267
10,0.4330837693229568
11,0.4761142535736335
12,0.5888387005516389
13,0.41385838127025976
14,0.4717259039863878
15,0.6254100070992369
16,0.6160729788660804
17,0.7827051383998201
18,0.6925245020753623
19,0.6721851346558446
20,0.988035861700052
21,0.8448455955453634
22,0.8979601805302277
23,0.7702891216391754
24,0.8776008135147081
25,0.9600768783265728
26,0.8484588276749627
27,1.0132931596612262
28,0.9253858609965797
29,0.9635436160582608
30,0.9373243253811148
31,1.1850115826402507
32,0.9982238805677117
33,0.8910939355583288
34,1.0739193016627875
35,0.8619015818768347
36,0.9947339903786707
37,0.7653081905873224
38,0.8134814827975714
39,0.9486458385907816
40,0.9831440848252228
41,0.9044991967523723
42,0.8516445384100496
43,0.8067884212395688
44,0.6606442047828474
45,0.7060887760484503
46,0.6996413350807413
47,0.817185575412736
48,0.7098250095079968
49,0.46146068659823025
50,0.630880541043436
51,0.519175489349785
52,0.44780917179086827
53,0.5331981701739691
54,0.5304798324834249
55,0.4747890039639515
56,0.2510663978336408
57,0.25655677475742295
58,0.27237567235433835
59,0.28797716007326296
60,0.09320258427533822
61,0.07289874456605504
62,-0.06905283496731233
63,-0.12802790977521614
64,0.02287843881183972
65,0.027428868326973915
66,-0.16494670630128205
67,-0.10654868188419735
68,-0.21937749952206825
69,-0.3680534881689418
70,-0.31464366713877845
71,-0.24334451063936327
72,-0.4461030472058476
73,-0.3303222830742991
74,-0.7918106513174679
75,-0.48937106830482135
76,-0.6031531841189022
77,-0.6805258721117541
78,-0.6785900815304239
79,-0.9219450155466014
80,-0.7787696840916793
81,-0.7528139972750204
82,-0.6704877065902592
83,-0.8978107229028113
84,-0.952425132702907
85,-0.9451650625870371
86,-0.8246257249792475
87,-0.902177466592481
88,-1.00457809426622
89,-0.9144463173093033
90,-0.967822362730293
91,-0.8899793594499477
92,-1.0638963130211998
93,-1.0308206534186564
94,-1.0391340728773166
95,-1.1456442837885898
96,-0.9665525811293829
97,-0.9644410087487242
98,-0.9819412669600864
99,-0.9953617827393355
100,-1.1004613488681798
101,-0.9856132009124423
102,-0.9600861339804091
103,-0.9859943683908663
104,-0.8995832268867541
105,-0.8185294077451382
106,-0.6436488521028478
107,-0.7860623745689714
108,-0.7470094484837108
109,-0.7475219020655111
110,-0.897417447100296
111,-0.671891244821183
112,-0.6252436168782182
113,-0.3453913693824807
114,-0.5699216390757498
115,-0.47812434326589714
116,-0.46807335638428094
117,-0.5366318216018121
118,-0.259594383378734
119,-0.25186151160106324
120,-0.20031230349462115
121,-0.3220165337788653
122,-0.04188307317848508
123,-0.2729770151317448
124,-0.024403693437469363
125,0.18586634603344104
126,-0.08223973202871823
127,0.010135218561279156
128,0.12651434135925776
129,0.1156945404533373
130,0.06005364498120225
131,0.27051647985338195
132,0.2053109921407682
133,0.4060030965563185
134,0.312907497193218
135,0.6050375142823716
136,0.4157880219049852
137,0.5047414508274441
138,0.659791486125167
139,0.49539969651962845
140,0.679732592179202
141,0.8245592203580072
142,0.5682207166697537
143,0.7807344782146416
144,0.8196561432739955
145,0.9012631661892365
146,0.7267415495407566
147,0.743621052284455
148,0.9509022523733167
149,0.9492016431522893
150,0.9630492618093266
151,0.9887970872292127
152,0.8999171998736375
153,1.0024931524023004
154,1.0174754812068685
155,0.9231636373085393
156,1.1851207964890806
157,1.0473753653970976
158,0.8798109921195072
159,1.0610491381210028
160,0.8918900796006497
161,1.0595582959946448
162,1.0857493687458266
163,0.874437334816338
164,1.0370681696042048
165,0.96388230293299
166,0.9843778497557423
167,1.0691637957962596
168,0.8300600964879934
169,0.7522036500062341
170,0.709535669660938
171,0.6858201283709435
172,0.7266869269327029
173,0.7336726260843324
174,0.6906383100151839
175,0.7074422786577949
176,0.5862173820795524
177,0.6890018513818201
178,0.474555173134089
179,0.7291578946941162
180,0.4746852200182572
181,0.28035015522078277
182,0.2120091125432409
183,0.3195804756379513
184,0.20054363556766083
185,0.24528953478964277
186,0.17177818596441619
187,0.0674253991238475
188,-0.059903946353482736
189,-0.17670408761224696
190,-0.11980261566851141
191,-0.03925515768440507
192,-0.152917406809961
193,-0.3478966770349827
194,-0.254442533825826
195,-0.28098745564939
196,-0.4548648728720417
197,-0.3971505473225415
198,-0.4517150219307213
199,-0.6157021579622612
200,-0.5082423748545415
201,-0.5291988715062129
202,-0.5167655245753557
203,-0.5579214173475077
204,-0.8376416243892528
205,-0.8284809343963078
206,-0.7161822830427165
207,-0.7473757793097806
208,-0.7763217004550489
209,-0.4695562796558116
210,-0.8226067089023533
211,-0.7888067459407637
212,-0.827375245263487
213,-0.875741950154328
214,-0.988161940734223
215,-0.8941009458713518
216,-1.0582187515202488
217,-1.0131046231728522
218,-1.0439726080892877
219,-0.9907742579551847
220,-0.7685243498833526
221,-1.1852458057352202
222,-0.9259265691665377
223,-1.1493716135333631
224,-1.0263709157302603
225,-0.8589129378145248
226,-0.9475912479925427
227,-1.0456204288047126
228,-0.9908588965906725
229,-0.8305534828869803
230,-0.9484888378601422
231,-0.8285570581281688
232,-0.8182714109783265
233,-0.8585576646450588
234,-0.5475891749864995
235,-0.6652730735953689
236,-0.896039343442883
237,-0.6380063107190712
238,-0.6843157587138721
239,-0.4928341279374212
240,-0.615824991843705
241,-0.5052008658772874
242,-0.39914873663655415
243,-0.31786830343212796
244,-0.4782589229424047
245,-0.34456947856522213
246,-0.3107263224818966
247,-0.28001920861789814
248,0.010941248579800278
249,-0.07560997024636112
250,-0.19241029278470523
251,0.07541631154913625
252,0.2458386669224018
253,0.18677846354622288
254,-0.018704955175457394
255,0.13417572734450886
256,0.3582009400202012
257,0.20907491501529812
258,0.37185638195231585
259,0.45175190648869207
260,0.3274739896688326
261,0.4590428381280412
262,0.18453473036546797
263,0.44861740212193746
264,0.5668166995679085
265,0.5068326695217537
266,0.8328108925897659
267,0.5628408231786024
268,0.6963714412827502
269,0.7861203225142706
270,0.9479117554582326
271,0.6889273307360957
272,0.9754781900719928
273,0.8846859328665938
274,0.8078038772036675
275,0.9721927902349543
276,0.9636016390014518
277,0.8990284606572967
278,0.9789877098939779
279,0.9440039821888339
280,1.001959090219995
281,1.0624164344759364
282,1.1579110703624529
283,0.8761361075477181
284,1.2113299901819883
285,0.7984323211805124
286,0.971593454771055
287,1.03626813205514
288,0.9937569633227807
289,0.8891955481732879
290,0.9140828304889554
291,0.866687766673256
292,0.8358546964460822
293,0.9563181819118537
294,0.8814483797394381
295,0.7487308039286287
296,0.8782120549186414
297,0.7872421037289018
298,0.8041675613958721
299,0.7504066046706204
300,0.5673883390649096
301,0.5554884748792438
302,0.6459262301723133
303,0.5904964922638108
304,0.4843085294573833
305,0.4538549069074176
306,0.5245070627094546
307,0.29121019398677145
308,0.35782809486270606
309,0.23489247734678326
310,0.18469936161507455
311,0.26718484530547926
312,0.1902952871982453
313,0.13928178007845865
314,0.1385110645013685
315,-0.03992396855556489
316,-0.023711553098185248
317,-0.17258630413446122
318,-0.15844194612534515
319,-0.2526947926538256
320,-0.2782037201657935
321,-0.27589083521486996
322,-0.4638934855073564
323,-0.2185425894768984
324,-0.5730237245484364
325,-0.6373007080968826
326,-0.4422411839367726
327,-0.5196615863089435
328,-0.5756947006427346
329,-0.6129560236778988
330,-0.7130100196538145
331,-0.83572645461722
332,-0.7707716227149258
333,-0.876473835912762
334,-0.7396298046779717
335,-0.8781392109581194
336,-0.9701167532607557
337,-0.9416207231724245
338,-0.8878308673068073
339,-1.0028160155886066
340,-1.0436195314362
341,-0.9495797092581495
342,-0.9595683479707712
343,-1.0424162472715024
344,-1.0440038966034284
345,-0.9763814776234535
346,-1.1445828652227434
347,-1.1382098528192364
348,-1.0645038025958764
349,-1.0067188692467048
350,-0.9445352489083572
351,-0.8159036782483708
352,-0.863078535597922
353,-0.9478719317931313
354,-0.9144840705814534
355,-0.9912587763886342
356,-0.8690534930848203
357,-0.8700968291197737
358,-0.7808852556276774
359,-0.865773883155331
360,-0.6990525953475588
361,-0.563772736432664
362,-0.6921897804011857
363,-0.6037068015756452
364,-0.5358184232351728
365,-0.6043979511504388
366,-0.49989934144568987
367,-0.4777765357524166
368,-0.42479801221701036
369,-0.4663102589609621
370,-0.34002960104371827
371,-0.24529610405354882
372,-0.1018593009571167
373,-0.10230700215368237
374,0.06631921993695686
375,-0.17612630318765313
376,0.0376964227937004
377,0.01877827902048137
378,0.269402981128582
379,0.019445438171575805
380,0.06590502544487473
381,0.139165273104796
382,0.03544463555197913
383,0.24336891969824836
384,0.2674016626645289
385,0.40486670589399937
386,0.46954095795060913
387,0.6674322907539608
388,0.6181081489763045
389,0.5073185659112767
390,0.5156984025847653
391,0.6937491907971074
392,0.5499402993660714
393,0.9008112891848669
394,0.8695174274242793
395,0.7366853107678848
396,0.6423602845980176
397,0.9770980758617196
398,0.8561901161164073
399,1.0151903356442145
400,0.7535024848481909
401,0.8722624070388878
402,0.9496489236197129
403,0.9683749402483907
404,0.9308139706190519
405,1.0478101047998696
406,0.8860043628976477
407,0.983288352612725
408,1.0118224633138593
409,1.0510044210080793
410,1.0679912820876882
411,0.8791432864248312
412,0.8304952775450539
413,1.1015143214906193
414,0.9943841257000747
415,0.8713077747952154
416,1.0839104316294927
417,0.9206799987549098
418,1.005087247098732
419,0.8697369384010644
420,1.0427304310242547
421,0.9837690676818707
422,0.7528977469531855
423,0.8425663549229373
